1	0.100	-70.000	0.000	0.000	
1	0.200	-70.000	0.000	0.000	
1	0.300	-70.000	0.000	0.000	
1	0.400	-70.000	0.000	0.000	
1	0.500	-70.000	0.000	0.000	
1	0.600	-70.000	0.000	0.000	
1	0.700	-70.000	0.000	0.000	
1	0.800	-70.000	0.000	0.000	
1	0.900	-70.000	0.000	0.000	
1	1.000	-70.000	0.000	0.000	
1	1.100	-70.000	0.000	0.000	
1	1.200	-70.000	0.000	0.000	
1	1.300	-70.000	0.000	0.000	
1	1.400	-70.000	0.000	0.000	
1	1.500	-70.000	0.000	0.000	
1	1.600	-70.000	0.000	0.000	
1	1.700	-70.000	0.000	0.000	
1	1.800	-70.000	0.000	0.000	
1	1.900	-70.000	0.000	0.000	
1	2.000	-70.000	0.000	0.000	
1	2.100	-70.000	0.000	0.000	
1	2.200	-70.000	0.000	0.000	
1	2.300	-70.000	0.000	0.000	
1	2.400	-70.000	0.000	0.000	
1	2.500	-70.000	0.000	0.000	
1	2.600	-70.000	0.000	0.000	
1	2.700	-70.000	0.000	0.000	
1	2.800	-70.000	0.000	0.000	
1	2.900	-70.000	0.000	0.000	
1	3.000	-70.000	0.000	0.000	
1	3.100	-70.000	0.000	0.000	
1	3.200	-70.000	0.000	0.000	
1	3.300	-70.000	0.000	0.000	
1	3.400	-70.000	0.000	0.000	
1	3.500	-70.000	0.000	0.000	
1	3.600	-70.000	0.000	0.000	
1	3.700	-70.000	0.000	0.000	
1	3.800	-70.000	0.000	0.000	
1	3.900	-70.000	0.000	0.000	
1	4.000	-70.000	0.000	0.000	
1	4.100	-70.000	0.000	0.000	
1	4.200	-70.000	0.000	0.000	
1	4.300	-70.000	0.000	0.000	
1	4.400	-70.000	0.000	0.000	
1	4.500	-70.000	0.000	0.000	
1	4.600	-70.000	0.000	0.000	
1	4.700	-70.000	0.000	0.000	
1	4.800	-70.000	0.000	0.000	
1	4.900	-70.000	0.000	0.000	
1	5.000	-70.000	0.000	0.000	
1	5.100	-70.000	0.000	0.000	
1	5.200	-70.000	0.000	0.000	
1	5.300	-70.000	0.000	0.000	
1	5.400	-70.000	0.000	0.000	
1	5.500	-70.000	0.000	0.000	
1	5.600	-70.000	0.000	0.000	
1	5.700	-70.000	0.000	0.000	
1	5.800	-70.000	0.000	0.000	
1	5.900	-70.000	0.000	0.000	
1	6.000	-70.000	0.000	0.000	
1	6.100	-70.000	0.000	0.000	
1	6.200	-70.000	0.000	0.000	
1	6.300	-70.000	0.000	0.000	
1	6.400	-70.000	0.000	0.000	
1	6.500	-70.000	0.000	0.000	
1	6.600	-70.000	0.000	0.000	
1	6.700	-70.000	0.000	0.000	
1	6.800	-70.000	0.000	0.000	
1	6.900	-70.000	0.000	0.000	
1	7.000	-70.000	0.000	0.000	
1	7.100	-70.000	0.000	0.000	
1	7.200	-70.000	0.000	0.000	
1	7.300	-70.000	0.000	0.000	
1	7.400	-70.000	0.000	0.000	
1	7.500	-70.000	0.000	0.000	
1	7.600	-70.000	0.000	0.000	
1	7.700	-70.000	0.000	0.000	
1	7.800	-70.000	0.000	0.000	
1	7.900	-70.000	0.000	0.000	
1	8.000	-70.000	0.000	0.000	
1	8.100	-70.000	0.000	0.000	
1	8.200	-70.000	0.000	0.000	
1	8.300	-70.000	0.000	0.000	
1	8.400	-70.000	0.000	0.000	
1	8.500	-70.000	0.000	0.000	
1	8.600	-70.000	0.000	0.000	
1	8.700	-70.000	0.000	0.000	
1	8.800	-70.000	0.000	0.000	
1	8.900	-70.000	0.000	0.000	
1	9.000	-70.000	0.000	0.000	
1	9.100	-70.000	0.000	0.000	
1	9.200	-70.000	0.000	0.000	
1	9.300	-70.000	0.000	0.000	
1	9.400	-70.000	0.000	0.000	
1	9.500	-70.000	0.000	0.000	
1	9.600	-70.000	0.000	0.000	
1	9.700	-70.000	0.000	0.000	
1	9.800	-70.000	0.000	0.000	
1	9.900	-70.000	0.000	0.000	
1	10.000	-70.000	0.000	0.000	
1	10.100	-70.000	0.000	0.000	
1	10.200	-70.000	0.000	0.000	
1	10.300	-70.000	0.000	0.000	
1	10.400	-70.000	0.000	0.000	
1	10.500	-70.000	0.000	0.000	
1	10.600	-70.000	0.000	0.000	
1	10.700	-70.000	0.000	0.000	
1	10.800	-70.000	0.000	0.000	
1	10.900	-70.000	0.000	0.000	
1	11.000	-70.000	0.000	0.000	
1	11.100	-69.858	9.838	0.000	
1	11.200	-69.471	17.804	0.000	
1	11.300	-68.892	24.165	0.000	
1	11.400	-68.168	29.154	0.000	
1	11.500	-67.339	32.974	0.000	
1	11.600	-66.438	35.804	0.000	
1	11.700	-65.492	37.796	0.000	
1	11.800	-64.524	39.085	0.000	
1	11.900	-63.553	39.786	0.000	
1	12.000	-62.591	40.000	0.000	
1	12.100	-61.652	39.813	0.000	
1	12.200	-60.741	39.299	0.000	
1	12.300	-59.867	38.523	0.000	
1	12.400	-59.033	37.538	0.000	
1	12.500	-58.241	36.392	0.000	
1	12.600	-57.494	35.124	0.000	
1	12.700	-56.793	33.768	0.000	
1	12.800	-56.136	32.352	0.000	
1	12.900	-55.524	30.899	0.000	
1	13.000	-70.000	29.430	0.000	
1	13.100	-70.000	27.961	0.000	
1	13.200	-70.000	26.505	0.000	
1	13.300	-70.000	25.073	0.000	
1	13.400	-70.000	23.673	0.000	
1	13.500	-70.000	22.313	0.000	
1	13.600	-70.000	20.997	0.000	
1	13.700	-70.000	19.730	0.000	
1	13.800	-70.000	18.513	0.000	
1	13.900	-70.000	17.350	0.000	
1	14.000	-70.000	16.240	0.000	
1	14.100	-70.000	15.185	0.000	
1	14.200	-70.000	14.183	0.000	
1	14.300	-70.000	13.234	0.000	
1	14.400	-70.000	12.338	0.000	
1	14.500	-70.000	11.492	0.000	
1	14.600	-70.000	10.695	0.000	
1	14.700	-70.000	9.946	0.000	
1	14.800	-70.000	9.243	0.000	
