# NEST version: nest-3-microcircuit@ecdf31ae4
# RecordingBackendASCII version: 2
sender	time_ms
6419	500.500
7023	503.200
7347	503.700
6518	505.400
6988	506.500
6915	506.800
6532	507.400
7382	507.500
7331	507.700
6269	507.800
6305	507.900
5987	508.100
6865	508.200
6103	508.400
6478	508.400
6170	509.300
6218	510.000
6890	510.500
7386	510.900
7182	511.100
7030	512.300
7421	512.900
6869	514.700
7248	516.800
6616	516.900
6282	517.100
6272	518.100
6033	520.000
6818	520.200
7254	520.800
6435	522.000
6835	522.000
6492	522.200
6127	522.900
7129	523.400
6443	523.500
7335	525.700
7276	525.800
7244	526.100
6716	526.700
6194	527.100
6651	530.800
7044	531.600
7232	536.300
6861	536.500
6461	537.800
6297	539.200
6572	540.700
6810	542.100
6167	542.600
6853	542.800
7196	542.900
6008	543.300
6752	543.600
6149	543.900
6440	544.400
6452	544.500
6539	544.600
6567	544.600
6693	544.700
6965	545.700
6970	546.400
7380	546.500
6875	546.900
6144	547.200
7412	548.000
7091	548.100
6910	548.200
6309	548.300
7317	548.300
6887	548.800
6497	551.200
7399	551.200
6679	553.100
6234	553.600
7148	555.500
6535	556.800
7289	556.900
7024	557.400
7131	564.700
6919	566.400
7380	566.700
7176	566.800
7048	567.400
7060	567.500
7209	567.700
6625	568.000
6112	568.100
7087	568.100
6144	568.200
7150	568.200
6150	568.400
7084	568.500
6141	568.600
7204	568.700
7218	570.400
6063	572.900
6822	576.200
6987	577.100
6884	579.800
6348	580.500
6812	584.100
6194	584.700
7109	585.000
6748	585.200
7382	585.800
6443	585.900
6960	586.500
6803	586.800
6979	586.800
6846	589.000
6754	589.200
6244	593.700
6811	594.300
6419	596.400
6208	601.200
7054	602.100
7244	602.300
6916	602.800
6968	604.300
7265	604.300
6676	606.500
6565	607.200
6965	610.100
6807	610.400
6877	612.500
6643	612.900
7255	612.900
7352	613.000
6391	613.100
6404	613.800
6725	613.800
6199	614.100
6650	614.200
6910	614.700
7257	614.800
7336	615.000
6177	615.400
7239	615.800
6445	615.900
6839	616.100
7412	616.300
7245	616.400
6847	617.000
6094	617.600
6970	619.200
6928	619.300
6185	625.900
6721	627.300
6069	630.000
6852	630.200
6167	630.800
6046	632.300
7095	632.600
6392	632.800
6800	633.700
6827	633.800
6368	634.800
7164	639.800
7264	643.000
6097	643.800
6853	647.600
5996	647.900
6083	648.700
6646	648.700
6812	649.600
6665	650.100
6565	651.500
6396	653.800
6195	654.000
7224	654.000
6275	654.800
7221	655.200
6297	655.500
6706	655.500
6644	655.600
6543	656.000
7127	656.000
6104	656.100
6065	657.000
6717	658.400
6725	661.500
6898	663.000
6418	665.500
6208	665.800
6161	666.300
7103	668.700
7254	671.500
6957	672.600
6177	673.200
6475	673.200
7340	674.100
7162	674.400
5988	675.000
7343	676.100
6172	676.800
6112	677.900
6372	683.300
6120	684.000
6986	684.500
6014	684.700
6336	685.000
6846	685.100
6811	685.600
7131	685.900
7195	686.400
6870	686.700
7403	687.300
6987	690.000
6793	692.200
6352	692.700
7218	693.100
6324	693.600
6995	694.000
6457	695.500
6906	695.600
6665	695.700
6551	696.300
6175	696.900
6900	697.000
6643	700.700
6887	701.200
7036	702.600
7183	703.000
7051	703.200
7396	703.200
6177	703.800
6290	703.800
6032	704.100
6379	704.400
6528	704.700
6163	704.800
6229	705.200
6982	705.600
6968	711.900
6131	715.000
6664	720.900
6979	721.000
6149	724.900
6598	725.200
6272	725.800
6796	726.400
6776	727.900
7019	728.700
7303	729.300
6672	729.400
6444	729.600
6188	730.800
